"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"8785","XLOC_008785","XLOC_008785","Mtap1b","chr13:100191418-100286557","P0","Ad","OK",9.01201,2.41764,-1.89825,-3.78346,5e-05,0.00106929,"yes"
"8797","XLOC_008797","XLOC_008797","AC165159.1","chr13:101344449-101344734","P0","Ad","OK",6.25438,0,-Inf,NA,0.00575,0.041509,"yes"
"8817","XLOC_008817","XLOC_008817","Rgs7bp","chr13:105737232-105845010","P0","Ad","OK",3.31356,1.19805,-1.4677,-2.09361,0.005,0.038453,"yes"
"8828","XLOC_008828","XLOC_008828","Ndufaf2","chr13:108842783-108948819","P0","Ad","OK",98.8411,45.0405,-1.13389,-2.12216,0.00755,0.0501561,"no"
"8854","XLOC_008854","XLOC_008854","Itga2","chr13:115626123-115722249","P0","Ad","OK",1.23481,0.121998,-3.33936,-2.48943,0.0089,0.0555733,"no"
"8981","XLOC_008981","XLOC_008981","Nid2","chr14:20570478-20643045","P0","Ad","OK",24.506,6.87582,-1.83353,-2.56462,0.00085,0.0105458,"yes"
"9435","XLOC_009435","XLOC_009435","Mmp14","chr14:55050440-55060095","P0","Ad","OK",32.8572,4.72321,-2.79837,-4.79809,5e-05,0.00106929,"yes"
"9469","XLOC_009469","XLOC_009469","Nynrin","chr14:56472872-56493572","P0","Ad","OK",4.0342,0.666188,-2.59828,-2.68709,0.00165,0.0171916,"yes"
"9500","XLOC_009500","XLOC_009500","Spata13","chr14:61252837-61383393","P0","Ad","OK",16.1251,4.97693,-1.69598,-1.88828,0.00015,0.00273203,"yes"
"9522","XLOC_009522","XLOC_009522","Xkr6","chr14:64221360-64439646","P0","Ad","OK",3.74421,0.551327,-2.76368,-1.75778,0.0055,0.0407154,"yes"
"9534","XLOC_009534","XLOC_009534","Zfp395","chr14:65977512-66017767","P0","Ad","OK",11.3617,5.23924,-1.11676,-2.08225,0.00395,0.0326333,"yes"
"9537","XLOC_009537","XLOC_009537","Pbk","chr14:66424673-66436659","P0","Ad","OK",7.51804,0.257401,-4.86827,-1.99514,0.0022,0.021418,"yes"
"9611","XLOC_009611","XLOC_009611","Pcdh17","chr14:84843369-84936867","P0","Ad","OK",3.71773,0.772605,-2.26662,-3.35934,1e-04,0.00193782,"yes"
"9628","XLOC_009628","XLOC_009628","6720463M24Rik","chr14:99445645-99473756","P0","Ad","OK",4.87061,0.529338,-3.20184,-3.18475,0.0012,0.0135755,"yes"
"9663","XLOC_009663","XLOC_009663","Slitrk5","chr14:112074336-112082356","P0","Ad","OK",1.37818,0,-Inf,NA,5e-05,0.00106929,"yes"
"9665","XLOC_009665","XLOC_009665","Tpm3-rs7","chr14:113713829-113715935","P0","Ad","OK",15.4812,5.30502,-1.54508,-2.62042,6e-04,0.00810028,"yes"
"9668","XLOC_009668","XLOC_009668","Gpc6","chr14:117324518-118378751","P0","Ad","OK",34.6382,4.07442,-3.0877,-4.6508,5e-05,0.00106929,"yes"
"9686","XLOC_009686","XLOC_009686","Farp1","chr14:121434421-121682966","P0","Ad","OK",29.8965,3.69446,-3.01654,-3.15079,5e-05,0.00106929,"yes"
"9751","XLOC_009751","XLOC_009751","Gm3591,Gm3629,Gm8356","chr14:7238340-7423127","P0","Ad","OK",2.56429,0.314078,-3.02937,-2.06048,0.0071,0.048132,"yes"
"9777","XLOC_009777","XLOC_009777","4930452B06Rik","chr14:9263705-9498754","P0","Ad","OK",6.28664,1.23793,-2.34435,-2.91718,0.00065,0.00858808,"yes"
"9779","XLOC_009779","XLOC_009779","Fhit","chr14:10382605-11994549","P0","Ad","OK",22.9801,1.96774,-3.54578,-2.86221,0.00035,0.00529761,"yes"
"9809","XLOC_009809","XLOC_009809","Gng2","chr14:20691780-20796849","P0","Ad","OK",26.5639,2.10331,-3.65873,-2.61803,5e-05,0.00106929,"yes"
"9823","XLOC_009823","XLOC_009823","Synpo2l","chr14:21478167-21487576","P0","Ad","OK",118.538,44.497,-1.41357,-2.80671,1e-04,0.00193782,"yes"
"9837","XLOC_009837","XLOC_009837","Dlg5","chr14:24953174-25065142","P0","Ad","OK",9.94289,3.18449,-1.6426,-1.84575,0.0018,0.0184045,"yes"
"9865","XLOC_009865","XLOC_009865","Cacna1d","chr14:30822208-31340242","P0","Ad","OK",1.5193,0.207589,-2.87161,-1.85154,0.00875,0.0548049,"no"
"10032","XLOC_010032","XLOC_010032","Ddhd1","chr14:46207414-46277818","P0","Ad","OK",10.3713,4.33541,-1.25835,-1.33211,0.0087,0.0547324,"no"
"10044","XLOC_010044","XLOC_010044","Wdhd1","chr14:47860618-47896532","P0","Ad","OK",4.67683,0.299216,-3.96627,-3.3099,5e-05,0.00106929,"yes"
"10059","XLOC_010059","XLOC_010059","3632451O06Rik","chr14:50301234-50403058","P0","Ad","OK",13.3807,5.52695,-1.27559,-2.24289,0.00165,0.0171916,"yes"
"10131","XLOC_010131","XLOC_010131","Jub","chr14:55186308-55196253","P0","Ad","OK",11.9895,1.98278,-2.59617,-3.74767,5e-05,0.00106929,"yes"
"10135","XLOC_010135","XLOC_010135","Acin1","chr14:55250828-55309579","P0","Ad","OK",101.21,35.642,-1.50571,-1.69159,0.00665,0.0462029,"yes"
"10141","XLOC_010141","XLOC_010141","Slc22a17","chr14:55525563-55531969","P0","Ad","OK",18.0059,1.40039,-3.68457,-4.40841,5e-05,0.00106929,"yes"
"10145","XLOC_010145","XLOC_010145","Myh7","chr14:55589524-55613471","P0","Ad","OK",1271.82,315.504,-2.01116,-2.57261,3e-04,0.00470584,"yes"
"10168","XLOC_010168","XLOC_010168","Gm17588","chr14:56472872-56493572","P0","Ad","OK",7.93152,1.96091,-2.01607,-2.7835,4e-04,0.0059161,"yes"
"10259","XLOC_010259","XLOC_010259","Esco2","chr14:66437874-66452831","P0","Ad","OK",4.43229,0.149722,-4.8877,-1.93516,0.0065,0.0453821,"yes"
"10276","XLOC_010276","XLOC_010276","RP23-358B23.3","chr14:68291233-68293163","P0","Ad","OK",1.13642,0,-Inf,NA,5e-05,0.00106929,"yes"
"10277","XLOC_010277","XLOC_010277","Cdca2","chr14:68294387-68333898","P0","Ad","OK",5.8488,0.507506,-3.52664,-2.03621,0.00625,0.0441561,"yes"
"10362","XLOC_010362","XLOC_010362","Diap3","chr14:87055173-87541031","P0","Ad","OK",7.79132,0.181729,-5.42201,-2.6106,1e-04,0.00193782,"yes"
"10405","XLOC_010405","XLOC_010405","Spry2","chr14:106291165-106296036","P0","Ad","OK",26.7713,10.6669,-1.32755,-2.44747,9e-04,0.0109843,"yes"
"10490","XLOC_010490","XLOC_010490","Adamts12","chr15:10994544-11276622","P0","Ad","OK",5.18755,0.535361,-3.27647,-2.75476,1e-04,0.00193782,"yes"
"10530","XLOC_010530","XLOC_010530","Sema5a","chr15:32174567-32626096","P0","Ad","OK",19.6112,2.71565,-2.85231,-2.42448,0.00435,0.0348073,"yes"
"10532","XLOC_010532","XLOC_010532","Pgcp","chr15:33012883-33524307","P0","Ad","OK",104.851,36.0467,-1.5404,-2.7409,0.00055,0.00757606,"yes"
"10568","XLOC_010568","XLOC_010568","Zfpm2","chr15:40486587-40936138","P0","Ad","OK",20.4794,7.99447,-1.3571,-2.63694,0.00015,0.00273203,"yes"
"10601","XLOC_010601","XLOC_010601","Nov","chr15:54577256-54585594","P0","Ad","OK",5.04563,1.35203,-1.8999,-2.28235,0.0034,0.0292252,"yes"
"10604","XLOC_010604","XLOC_010604","Col14a1","chr15:55139304-55352358","P0","Ad","OK",21.8734,4.80307,-2.18715,-3.38944,5e-05,0.00106929,"yes"
"10620","XLOC_010620","XLOC_010620","Sqle","chr15:59146631-59162747","P0","Ad","OK",7.05573,0.796925,-3.14628,-3.24945,6e-04,0.00810028,"yes"
"10621","XLOC_010621","XLOC_010621","Nsmce2","chr15:59205752-59433238","P0","Ad","OK",32.8629,12.4665,-1.39841,-2.48637,9e-04,0.0109843,"yes"
"10625","XLOC_010625","XLOC_010625","Myc","chr15:61816945-61821929","P0","Ad","OK",5.68465,1.32473,-2.10138,-2.25953,0.00525,0.0396478,"yes"
"10626","XLOC_010626","XLOC_010626","Pvt1","chr15:61869541-62209651","P0","Ad","OK",1.86414,0.274395,-2.76418,-2.16029,0.00945,0.0577915,"no"
"10637","XLOC_010637","XLOC_010637","Wisp1","chr15:66722881-66754763","P0","Ad","OK",11.9091,1.12685,-3.4017,-4.31392,5e-05,0.00106929,"yes"
"10723","XLOC_010723","XLOC_010723","Pdxp,Sh3bp1","chr15:78730096-78749947","P0","Ad","OK",9.49605,2.93763,-1.69268,-2.07399,0.00125,0.0139747,"yes"
"10727","XLOC_010727","XLOC_010727","H1f0","chr15:78859151-78859689","P0","Ad","OK",136.571,54.3033,-1.33054,-2.54615,0.00065,0.00858808,"yes"
"10744","XLOC_010744","XLOC_010744","Apobec3","chr15:79722088-79801549","P0","Ad","OK",14.7712,3.80874,-1.9554,-1.76541,0.0067,0.0464596,"yes"
"10775","XLOC_010775","XLOC_010775","Srebf2","chr15:81977695-82035806","P0","Ad","OK",22.2138,8.00412,-1.47264,-2.96773,5e-05,0.00106929,"yes"
"10807","XLOC_010807","XLOC_010807","Atxn10","chr15:85166767-85294266","P0","Ad","OK",94.1447,41.711,-1.17445,-2.35708,0.00125,0.0139747,"yes"
"10808","XLOC_010808","XLOC_010808","Gm4825","chr15:85341241-85341652","P0","Ad","OK",3.90831,0,-Inf,NA,0.00555,0.0408731,"yes"
"10888","XLOC_010888","XLOC_010888","Troap","chr15:98905005-98913783","P0","Ad","OK",2.41338,0,-Inf,NA,5e-05,0.00106929,"yes"
"10890","XLOC_010890","XLOC_010890","Spats2","chr15:98957008-99043637","P0","Ad","OK",10.6451,4.14387,-1.36115,-2.34191,0.0018,0.0184045,"yes"
"10929","XLOC_010929","XLOC_010929","Krt7","chr15:101241473-101260744","P0","Ad","OK",2.6398,0.354209,-2.89776,-1.53821,0.00185,0.0187275,"yes"
"10940","XLOC_010940","XLOC_010940","Espl1","chr15:102126723-102154787","P0","Ad","OK",1.97358,0.128691,-3.93884,-3.36845,0.00285,0.0258881,"yes"
"10961","XLOC_010961","XLOC_010961","Hnrnpa1","chr15:103070944-103074445","P0","Ad","OK",127.687,55.306,-1.20711,-2.35568,0.00095,0.0114184,"yes"
"10986","XLOC_010986","XLOC_010986","Slc1a3","chr15:8584123-8660764","P0","Ad","OK",3.1127,0.786158,-1.98527,-1.28293,0.00735,0.0493337,"yes"
"10987","XLOC_010987","XLOC_010987","Skp2","chr15:9041741-9070207","P0","Ad","OK",2.73498,0.355145,-2.94505,-2.68663,0.00745,0.049747,"yes"
"10995","XLOC_010995","XLOC_010995","Rai14","chr15:10498733-10644386","P0","Ad","OK",4.13106,1.64133,-1.33165,-2.10972,0.0042,0.0339697,"yes"
"11002","XLOC_011002","XLOC_011002","Pdzd2","chr15:12286808-12669679","P0","Ad","OK",31.779,9.65755,-1.71834,-1.97289,0.00795,0.0515863,"no"
"11017","XLOC_011017","XLOC_011017","Basp1","chr15:25293039-25343519","P0","Ad","OK",8.17696,2.12228,-1.94595,-2.36503,0.00335,0.0289703,"yes"
"11044","XLOC_011044","XLOC_011044","Stk3","chr15:34805250-35085561","P0","Ad","OK",13.0661,4.58192,-1.5118,-2.58178,0.00025,0.00406943,"yes"
"11055","XLOC_011055","XLOC_011055","Pabpc1","chr15:36525415-36538728","P0","Ad","OK",195.846,77.14,-1.34417,-2.57208,0.00015,0.00273203,"yes"
"11056","XLOC_011056","XLOC_011056","Ywhaz","chr15:36700524-36724302","P0","Ad","OK",155.389,77.2085,-1.00906,-1.81434,0.0049,0.0379917,"yes"
"11071","XLOC_011071","XLOC_011071","Azin1","chr15:38417184-38449021","P0","Ad","OK",91.703,35.9391,-1.35142,-2.33204,3e-04,0.00470584,"yes"
"11095","XLOC_011095","XLOC_011095","Csmd3","chr15:47412182-48623609","P0","Ad","OK",2.35083,0.0314807,-6.22256,-0.625341,1e-04,0.00193782,"yes"
"11096","XLOC_011096","XLOC_011096","Gm16300","chr15:47412182-48623609","P0","Ad","OK",4.41178,1.51313,-1.54382,-1.90548,0.0078,0.0511018,"no"
"11114","XLOC_011114","XLOC_011114","Sntb1","chr15:55470397-55738504","P0","Ad","OK",85.2419,3.6329,-4.55237,-5.84242,5e-05,0.00106929,"yes"
"11124","XLOC_011124","XLOC_011124","Atad2","chr15:57925601-57966637","P0","Ad","OK",5.88644,1.35781,-2.11611,-3.03489,0.00025,0.00406943,"yes"
"11134","XLOC_011134","XLOC_011134","Mtss1","chr15:58772798-58913581","P0","Ad","OK",49.2422,9.8573,-2.32063,-4.25275,5e-05,0.00106929,"yes"
"11157","XLOC_011157","XLOC_011157","Tmem71","chr15:66357773-66392608","P0","Ad","OK",12.0678,2.93551,-2.03948,-3.0882,1e-04,0.00193782,"yes"
"11237","XLOC_011237","XLOC_011237","Arhgap39","chr15:76554414-76648600","P0","Ad","OK",23.2177,2.25881,-3.36159,-2.03893,0.00625,0.0441561,"yes"
"11265","XLOC_011265","XLOC_011265","C1qtnf6","chr15:78353775-78360055","P0","Ad","OK",50.3528,11.0671,-2.18579,-0.926616,0.0056,0.041135,"yes"
"11294","XLOC_011294","XLOC_011294","Cbx6,Npcd,Nptxr","chr15:79616782-79665118","P0","Ad","OK",41.3484,14.0953,-1.55262,-2.43175,5e-05,0.00106929,"yes"
"11297","XLOC_011297","XLOC_011297","Rpl3","chr15:79908210-79913836","P0","Ad","OK",117.684,44.1665,-1.4139,-2.8488,5e-05,0.00106929,"yes"
"11304","XLOC_011304","XLOC_011304","Mkl1","chr15:80808194-81021187","P0","Ad","OK",27.3787,3.90887,-2.80823,-2.15005,0.00375,0.031363,"yes"
"11362","XLOC_011362","XLOC_011362","Celsr1","chr15:85729187-85864207","P0","Ad","OK",5.7352,2.93271,-0.96761,-1.9205,0.00705,0.0479528,"yes"
"11395","XLOC_011395","XLOC_011395","Slc2a13","chr15:91098121-91403692","P0","Ad","OK",1.60476,0.256773,-2.64379,-1.17144,0.00795,0.0515863,"no"
"11404","XLOC_011404","XLOC_011404","Prickle1","chr15:93329544-93426322","P0","Ad","OK",14.9764,6.01,-1.31726,-2.53381,0.00065,0.00858808,"yes"
"11419","XLOC_011419","XLOC_011419","Slc38a1","chr15:96401848-96473344","P0","Ad","OK",33.6488,1.76432,-4.25337,-7.24476,5e-05,0.00106929,"yes"
"11421","XLOC_011421","XLOC_011421","Slc38a4","chr15:96825253-96886387","P0","Ad","OK",38.717,4.96545,-2.96297,-4.73381,5e-05,0.00106929,"yes"
"11427","XLOC_011427","XLOC_011427","Vdr","chr15:97684855-97741061","P0","Ad","OK",1.35071,0.159021,-3.08643,-0.597575,0.00675,0.04667,"yes"
"11456","XLOC_011456","XLOC_011456","Tuba1a","chr15:98780271-98783982","P0","Ad","OK",67.4787,31.6975,-1.09006,-2.15217,0.00285,0.0258881,"yes"
"11465","XLOC_011465","XLOC_011465","Nckap5l","chr15:99252465-99288179","P0","Ad","OK",10.7653,2.05742,-2.38748,-1.70011,0.0042,0.0339697,"yes"
"11468","XLOC_011468","XLOC_011468","Racgap1","chr15:99450926-99482087","P0","Ad","OK",18.6531,0.706065,-4.72347,-2.76076,5e-05,0.00106929,"yes"
"11543","XLOC_011543","XLOC_011543","Ppp1r1a","chr15:103360709-103368423","P0","Ad","OK",8.44873,0.587676,-3.84564,-3.29479,0.0052,0.0393746,"yes"
"11601","XLOC_011601","XLOC_011601","Snx29","chr16:11405740-11755565","P0","Ad","OK",18.901,2.36931,-2.99592,-3.50484,5e-05,0.00106929,"yes"
"11636","XLOC_011636","XLOC_011636","Ypel1","chr16:17069788-17111350","P0","Ad","OK",4.34336,0.350699,-3.6305,-1.24648,0.00205,0.0202906,"yes"
"11642","XLOC_011642","XLOC_011642","Hic2","chr16:17233664-17263523","P0","Ad","OK",2.19341,0.283377,-2.95238,-2.50769,0.00495,0.0382544,"yes"
"11668","XLOC_011668","XLOC_011668","Cldn5","chr16:18776939-18778353","P0","Ad","OK",30.0575,12.0078,-1.32376,-2.25956,0.00235,0.0224789,"yes"
"11680","XLOC_011680","XLOC_011680","Yeats2","chr16:20141135-20232646","P0","Ad","OK",5.99956,2.26802,-1.40342,-2.48654,0.00075,0.00956334,"yes"
"11729","XLOC_011729","XLOC_011729","Lpp","chr16:24391697-24992662","P0","Ad","OK",14.771,7.55032,-0.968161,-1.88113,0.0073,0.0490443,"yes"
"11769","XLOC_011769","XLOC_011769","Tnk2","chr16:32643959-32683579","P0","Ad","OK",24.6412,4.65592,-2.40394,-1.68306,0.0065,0.0453821,"yes"
"11790","XLOC_011790","XLOC_011790","Ptplb","chr16:35022506-35109261","P0","Ad","OK",6.98126,2.75646,-1.34067,-1.98002,0.0068,0.0468792,"yes"
"11795","XLOC_011795","XLOC_011795","Gm10237","chr16:35920552-35920885","P0","Ad","OK",6.62653,0,-Inf,NA,0.00555,0.0408731,"yes"
"11801","XLOC_011801","XLOC_011801","Stfa2l1","chr16:36156896-36162034","P0","Ad","OK",1.85144,0,-Inf,NA,0.0025,0.0234723,"yes"
"11824","XLOC_011824","XLOC_011824","Fstl1","chr16:37776958-37836600","P0","Ad","OK",160.325,63.4243,-1.33789,-2.34054,0.00015,0.00273203,"yes"
"11886","XLOC_011886","XLOC_011886","C330027C09Rik","chr16:48994297-49019822","P0","Ad","OK",8.98231,0.597717,-3.90955,-1.88692,5e-05,0.00106929,"yes"
"11894","XLOC_011894","XLOC_011894","Cblb","chr16:52031661-52208160","P0","Ad","OK",11.6911,3.99308,-1.54984,-2.03847,0.00795,0.0515863,"no"
"11910","XLOC_011910","XLOC_011910","Dcbld2","chr16:58408555-58524356","P0","Ad","OK",21.1305,5.81979,-1.86029,-1.73458,0.0057,0.041509,"yes"
"11944","XLOC_011944","XLOC_011944","Robo1","chr16:72663393-73046340","P0","Ad","OK",2.77483,0.444584,-2.64187,-2.77948,1e-04,0.00193782,"yes"
"11993","XLOC_011993","XLOC_011993","Hunk","chr16:90386641-90499798","P0","Ad","OK",3.62343,0.798948,-2.18118,-2.83577,0.00055,0.00757606,"yes"
"12032","XLOC_012032","XLOC_012032","Chaf1b","chr16:93884145-93906360","P0","Ad","OK",5.10004,0.376151,-3.76113,-1.59496,5e-05,0.00106929,"yes"
"12054","XLOC_012054","XLOC_012054","B230307C23Rik","chr16:98215765-98231165","P0","Ad","OK",68.6941,0.417866,-7.361,-0.797863,0.00885,0.0553582,"no"
"12142","XLOC_012142","XLOC_012142","Mcm4","chr16:15623989-15637493","P0","Ad","OK",9.9258,2.71619,-1.8696,-2.72092,4e-04,0.0059161,"yes"
"12228","XLOC_012228","XLOC_012228","Igf2bp2","chr16:22059081-22163372","P0","Ad","OK",15.3233,2.37494,-2.68976,-2.79643,5e-05,0.00106929,"yes"
"12270","XLOC_012270","XLOC_012270","Tmem44","chr16:30511940-30550928","P0","Ad","OK",8.22277,2.91297,-1.49714,-1.94873,0.00225,0.0217857,"yes"
"12338","XLOC_012338","XLOC_012338","Gtf2e1","chr16:37509875-37539875","P0","Ad","OK",8.93968,3.84039,-1.21897,-1.98436,0.0069,0.0472939,"yes"
"12379","XLOC_012379","XLOC_012379","Phldb2","chr16:45746345-46010331","P0","Ad","OK",39.652,6.13326,-2.69267,-3.85183,5e-05,0.00106929,"yes"
"12397","XLOC_012397","XLOC_012397","5330426P16Rik","chr16:50719409-50732862","P0","Ad","OK",5.19427,1.38843,-1.90346,-2.07435,0.00985,0.0591457,"no"
"12401","XLOC_012401","XLOC_012401","Alcam","chr16:52249108-52454187","P0","Ad","OK",8.31208,1.02364,-3.0215,-1.94366,0.0024,0.0227888,"yes"
"12480","XLOC_012480","XLOC_012480","Robo2","chr16:73892550-74412070","P0","Ad","OK",5.10163,0.126175,-5.33746,-1.19114,0.00015,0.00273203,"yes"
"12565","XLOC_012565","XLOC_012565","Kcne1","chr16:92346245-92359713","P0","Ad","OK",74.9119,6.0823,-3.6225,-3.87656,5e-05,0.00106929,"yes"
"12620","XLOC_012620","XLOC_012620","Rps6ka2","chr17:7374463-7507662","P0","Ad","OK",31.268,10.6106,-1.55918,-2.19863,0.0092,0.0568484,"no"
"12684","XLOC_012684","XLOC_012684","Ncrna00085","chr17:17967682-17979973","P0","Ad","OK",48.1738,0.613142,-6.29588,-1.68103,5e-05,0.00106929,"yes"
"12770","XLOC_012770","XLOC_012770","Dcpp1,Dcpp2","chr17:24017842-24037754","P0","Ad","OK",58.0424,0,-Inf,NA,5e-05,0.00106929,"yes"
"12771","XLOC_012771","XLOC_012771","Dcpp3","chr17:24054424-24056408","P0","Ad","OK",1.73064,0,-Inf,NA,0.0081,0.0522738,"no"
"12837","XLOC_012837","XLOC_012837","Neurl1b","chr17:26551909-26583283","P0","Ad","OK",6.85513,1.27682,-2.42463,-3.65022,5e-05,0.00106929,"yes"
"12846","XLOC_012846","XLOC_012846","Syngap1","chr17:27094362-27107590","P0","Ad","OK",4.5581,1.05917,-2.10551,-2.35294,0.0047,0.0368016,"yes"
"12863","XLOC_012863","XLOC_012863","Zfp523","chr17:28314151-28342831","P0","Ad","OK",13.3577,5.53559,-1.27086,-1.65105,0.0092,0.0568484,"no"
"12979","XLOC_012979","XLOC_012979","Rdbp","chr17:34987335-34993317","P0","Ad","OK",51.112,8.6748,-2.55876,-3.04441,2e-04,0.00339928,"yes"
"12990","XLOC_012990","XLOC_012990","Clic1","chr17:35186910-35195694","P0","Ad","OK",56.719,28.4617,-0.99481,-1.94889,0.0062,0.04389,"yes"
"12991","XLOC_012991","XLOC_012991","Ddah2","chr17:35195979-35199040","P0","Ad","OK",49.7663,20.0355,-1.31261,-2.16628,0.00155,0.0164383,"yes"
"13004","XLOC_013004","XLOC_013004","Ddx39b","chr17:35378690-35390652","P0","Ad","OK",101.729,54.354,-0.904269,-1.81712,0.0097,0.0585908,"no"
"13020","XLOC_013020","XLOC_013020","Cchcr1","chr17:35654044-35667960","P0","Ad","OK",6.64587,0.983965,-2.75578,-2.09511,8e-04,0.010048,"yes"
"13071","XLOC_013071","XLOC_013071","Zfp57","chr17:37138107-37147580","P0","Ad","OK",8.64347,1.78367,-2.27676,-1.46756,0.00225,0.0217857,"yes"
"13131","XLOC_013131","XLOC_013131","Cyp39a1","chr17:43804373-43888380","P0","Ad","OK",13.8407,2.67994,-2.36864,-3.38394,5e-05,0.00106929,"yes"
"13139","XLOC_013139","XLOC_013139","Supt3h","chr17:44632935-45256239","P0","Ad","OK",25.7667,7.26535,-1.8264,-2.87771,5e-05,0.00106929,"yes"
"13171","XLOC_013171","XLOC_013171","Trerf1","chr17:47277890-47496407","P0","Ad","OK",4.5188,0.856408,-2.39957,-2.95139,0.00085,0.0105458,"yes"
"13173","XLOC_013173","XLOC_013173","Mrps10","chr17:47505835-47518366","P0","Ad","OK",59.3544,25.3889,-1.22516,-1.92941,0.00315,0.0277805,"yes"
"13201","XLOC_013201","XLOC_013201","Plcl2","chr17:50648871-50827818","P0","Ad","OK",9.9594,4.85248,-1.03734,-1.90231,0.0098,0.0588951,"no"
"13227","XLOC_013227","XLOC_013227","Uhrf1","chr17:56442743-56462909","P0","Ad","OK",9.90789,0.820608,-3.59381,-2.91598,5e-05,0.00106929,"yes"
"13261","XLOC_013261","XLOC_013261","Ddx11","chr17:66472859-66501507","P0","Ad","OK",1.84516,0.461467,-1.99945,-2.13192,0.0091,0.0564509,"no"
"13265","XLOC_013265","XLOC_013265","Epb4.1l3","chr17:69506149-69639325","P0","Ad","OK",25.9544,2.81594,-3.20429,-5.54735,5e-05,0.00106929,"yes"
"13294","XLOC_013294","XLOC_013294","Gm6476","chr17:74886602-74887403","P0","Ad","OK",4.23744,0,-Inf,NA,5e-05,0.00106929,"yes"
"13332","XLOC_013332","XLOC_013332","Eml4","chr17:83750270-83879701","P0","Ad","OK",6.59721,2.71507,-1.28087,-2.17324,0.0026,0.0242672,"yes"
"13344","XLOC_013344","XLOC_013344","Prkce","chr17:86567124-87057259","P0","Ad","OK",14.0037,6.37717,-1.13482,-1.996,0.0033,0.0286597,"yes"
"13358","XLOC_013358","XLOC_013358","Ston1","chr17:88997023-89061926","P0","Ad","OK",13.496,3.86405,-1.80434,-2.13555,0.00135,0.0147794,"yes"
"13387","XLOC_013387","XLOC_013387","Ezr","chr17:6877807-6987133","P0","Ad","OK",67.1311,26.8652,-1.32124,-2.16524,0.0035,0.0299043,"yes"
"13414","XLOC_013414","XLOC_013414","Igf2r","chr17:12875271-13061009","P0","Ad","OK",126.947,39.0663,-1.70023,-0.884138,0.0024,0.0227888,"yes"
"13495","XLOC_013495","XLOC_013495","Zfp947","chr17:22281325-22303157","P0","Ad","OK",4.67665,1.39748,-1.74265,-2.14692,0.0077,0.0507502,"no"
"13558","XLOC_013558","XLOC_013558","Hn1l","chr17:25079100-25097581","P0","Ad","OK",8.84167,2.97766,-1.57014,-2.36299,0.0015,0.0160274,"yes"
"13566","XLOC_013566","XLOC_013566","Cacna1h","chr17:25506217-25570728","P0","Ad","OK",17.6182,0.895489,-4.29824,-1.93651,5e-05,0.00106929,"yes"
"13576","XLOC_013576","XLOC_013576","Stub1","chr17:25931515-26122741","P0","Ad","OK",1129.48,64.3218,-4.13421,-4.14889,2e-04,0.00339928,"yes"
"13615","XLOC_013615","XLOC_013615","Tulp1","chr17:28488459-28502127","P0","Ad","OK",2.3007,0.38752,-2.56973,-1.20946,0.00505,0.0387539,"yes"
"13628","XLOC_013628","XLOC_013628","Cpne5","chr17:29293494-29374742","P0","Ad","OK",2.75644,0.453018,-2.60516,-1.50432,0.0056,0.041135,"yes"
"13681","XLOC_013681","XLOC_013681","Angptl4","chr17:33910694-33918520","P0","Ad","OK",21.6607,2.177,-3.31467,-4.17163,5e-05,0.00106929,"yes"
"13685","XLOC_013685","XLOC_013685","Kifc1","chr17:34012610-34027606","P0","Ad","OK",8.95877,0.16602,-5.75388,-1.51003,0.00055,0.00757606,"yes"
"13728","XLOC_013728","XLOC_013728","1110038B12Rik,AC087117.1,AC087117.2,Snord52","chr17:35087182-35089416","P0","Ad","OK",35.9647,5.95378,-2.5947,-2.20474,0.0013,0.0143757,"yes"
"13751","XLOC_013751","XLOC_013751","Gm18733","chr17:35415120-35416359","P0","Ad","OK",36.4328,5.73393,-2.66764,-2.37129,0.00305,0.0272017,"yes"
"13756","XLOC_013756","XLOC_013756","Tcf19","chr17:35649678-35653769","P0","Ad","OK",8.85303,0.98515,-3.16776,-3.09738,3e-04,0.00470584,"yes"
"13762","XLOC_013762","XLOC_013762","Ddr1","chr17:35818511-35845189","P0","Ad","OK",39.4732,19.9202,-0.986641,-1.54768,0.0063,0.0443773,"yes"
"13766","XLOC_013766","XLOC_013766","Tubb5","chr17:35970870-35975251","P0","Ad","OK",199.962,55.8135,-1.84104,-3.66512,5e-05,0.00106929,"yes"
"13788","XLOC_013788","XLOC_013788","Gm10499","chr17:36278702-36299518","P0","Ad","OK",8.53614,1.50517,-2.50366,-2.20606,0.00585,0.0420603,"yes"
"13873","XLOC_013873","XLOC_013873","AY036118","chr17:39985047-39985772","P0","Ad","OK",379.877,63.4055,-2.58285,-4.5673,5e-05,0.00106929,"yes"
"13939","XLOC_013939","XLOC_013939","Mdfi","chr17:47952276-47971640","P0","Ad","OK",9.56741,1.18861,-3.00885,-2.07141,0.00315,0.0277805,"yes"
"13945","XLOC_013945","XLOC_013945","Nfya","chr17:48526209-48549231","P0","Ad","OK",15.964,7.00121,-1.18914,-1.64887,0.00265,0.0245409,"yes"
"13950","XLOC_013950","XLOC_013950","Daam2","chr17:49595346-49703662","P0","Ad","OK",4.45738,1.64845,-1.43509,-2.3629,0.00115,0.0131562,"yes"
