"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"9195","XLOC_009195","XLOC_009195","Ktn1","chr14:48283430-48356238","P0","Ad","OK",32.6838,73.8685,1.17638,2.2401,0.00115,0.0131562,"yes"
"9225","XLOC_009225","XLOC_009225","Ang,Rnase4","chr14:51710751-51725826","P0","Ad","OK",10.9374,35.0243,1.67909,2.93792,5e-05,0.00106929,"yes"
"9454","XLOC_009454","XLOC_009454","Dhrs4","chr14:56097594-56109175","P0","Ad","OK",25.0532,55.5189,1.14798,2.25815,0.0017,0.0175967,"yes"
"9493","XLOC_009493","XLOC_009493","Cab39l","chr14:60059817-60167740","P0","Ad","OK",4.01277,9.9827,1.31483,2.10141,0.0031,0.0274756,"yes"
"9519","XLOC_009519","XLOC_009519","Ctsb","chr14:63741301-63796630","P0","Ad","OK",40.3797,150.546,1.8985,3.63274,5e-05,0.00106929,"yes"
"9536","XLOC_009536","XLOC_009536","Scara5","chr14:66285239-66383663","P0","Ad","OK",2.47754,11.8499,2.25789,3.70212,5e-05,0.00106929,"yes"
"9539","XLOC_009539","XLOC_009539","Clu","chr14:66587319-66600385","P0","Ad","OK",34.7636,255.078,2.87529,5.52761,5e-05,0.00106929,"yes"
"9544","XLOC_009544","XLOC_009544","Adra1a","chr14:67254087-67390005","P0","Ad","OK",0.389101,5.48974,3.81852,3.73917,0.00025,0.00406943,"yes"
"9569","XLOC_009569","XLOC_009569","Phyhip","chr14:70857282-70868639","P0","Ad","OK",3.04962,14.7751,2.27647,3.40294,5e-05,0.00106929,"yes"
"9572","XLOC_009572","XLOC_009572","Hr","chr14:70952018-70973355","P0","Ad","OK",3.33543,13.2695,1.99217,1.53267,0.0095,0.057948,"no"
"9573","XLOC_009573","XLOC_009573","Nudt18","chr14:70977653-70982378","P0","Ad","OK",1.53121,6.56265,2.09961,2.91081,0.00055,0.00757606,"yes"
"9581","XLOC_009581","XLOC_009581","Sucla2","chr14:73919670-73995949","P0","Ad","OK",152.659,464.276,1.60467,2.82673,5e-05,0.00106929,"yes"
"9594","XLOC_009594","XLOC_009594","Tsc22d1","chr14:76814767-76907572","P0","Ad","OK",91.1782,178.029,0.965354,1.88958,0.00785,0.0512174,"no"
"9690","XLOC_009690","XLOC_009690","Tm9sf2","chr14:122506259-122558826","P0","Ad","OK",42.5693,92.6963,1.1227,2.28055,0.00105,0.0122183,"yes"
"9699","XLOC_009699","XLOC_009699","Itgbl1","chr14:124059192-124374840","P0","Ad","OK",1.1178,4.91601,2.13683,2.30249,0.00345,0.0296193,"yes"
"9775","XLOC_009775","XLOC_009775","Fam107a","chr14:9128787-9150537","P0","Ad","OK",0.732486,4.75089,2.69732,2.28734,0.00105,0.0122183,"yes"
"9793","XLOC_009793","XLOC_009793","Lrrc3b","chr14:16190032-16284937","P0","Ad","OK",7.05964,28.1233,1.9941,3.12423,0.00015,0.00273203,"yes"
"9797","XLOC_009797","XLOC_009797","Nr1d2","chr14:19036567-19071641","P0","Ad","OK",18.4944,58.712,1.66657,2.95817,5e-05,0.00106929,"yes"
"9816","XLOC_009816","XLOC_009816","Mrps16","chr14:21210452-21212777","P0","Ad","OK",50.5625,106.135,1.06976,1.89321,0.0069,0.0472939,"yes"
"9888","XLOC_009888","XLOC_009888","Timm23","chr14:32993347-33015084","P0","Ad","OK",84.0293,170.767,1.02306,1.7075,0.00535,0.0401264,"yes"
"9893","XLOC_009893","XLOC_009893","3425401B19Rik","chr14:33472953-33477192","P0","Ad","OK",10.6527,32.7479,1.62018,3.31139,5e-05,0.00106929,"yes"
"9910","XLOC_009910","XLOC_009910","Gcap14","chr14:37688121-37781950","P0","Ad","OK",25.617,51.2444,1.00029,2.02445,0.00375,0.031363,"yes"
"9913","XLOC_009913","XLOC_009913","Ghitm","chr14:37934003-37948452","P0","Ad","OK",155.898,340.728,1.12802,2.05999,0.0027,0.0249229,"yes"
"10048","XLOC_010048","XLOC_010048","Gm6055","chr14:48698809-48699487","P0","Ad","OK",14.7764,61.9151,2.06699,3.15142,0.00055,0.00757606,"yes"
"10081","XLOC_010081","XLOC_010081","A930018M24Rik","chr14:51515616-51517131","P0","Ad","OK",0.724362,9.27904,3.67919,3.06552,0.0052,0.0393746,"yes"
"10103","XLOC_010103","XLOC_010103","Ndrg2","chr14:52524945-52533163","P0","Ad","OK",269.51,812.44,1.59192,2.89053,0.00015,0.00273203,"yes"
"10170","XLOC_010170","XLOC_010170","Sdr39u1","chr14:56516122-56519069","P0","Ad","OK",20.8722,66.2986,1.6674,3.041,2e-04,0.00339928,"yes"
"10224","XLOC_010224","XLOC_010224","Sgcg","chr14:61757293-61877327","P0","Ad","OK",47.5465,132.577,1.47942,1.99241,0.00525,0.0396478,"yes"
"10227","XLOC_010227","XLOC_010227","Kpna3","chr14:61984022-62058784","P0","Ad","OK",13.0517,36.3666,1.47837,2.80816,5e-05,0.00106929,"yes"
"10229","XLOC_010229","XLOC_010229","6330409N04Rik","chr14:62150829-62175723","P0","Ad","OK",9.67071,29.6516,1.61642,2.54477,0.00025,0.00406943,"yes"
"10263","XLOC_010263","XLOC_010263","Ephx2","chr14:66703213-66743337","P0","Ad","OK",31.6097,178.386,2.49656,4.8492,5e-05,0.00106929,"yes"
"10278","XLOC_010278","XLOC_010278","Dock5","chr14:68369984-68551629","P0","Ad","OK",0.652999,3.27726,2.32734,3.46269,5e-05,0.00106929,"yes"
"10296","XLOC_010296","XLOC_010296","Ppp3cc","chr14:70617704-70689257","P0","Ad","OK",10.4792,21.2046,1.01684,1.8635,0.00955,0.0580788,"no"
"10297","XLOC_010297","XLOC_010297","Slc39a14","chr14:70703273-70751232","P0","Ad","OK",10.7084,48.5254,2.18,2.19153,5e-05,0.00106929,"yes"
"10343","XLOC_010343","XLOC_010343","Dnajc15","chr14:78226023-78274724","P0","Ad","OK",61.361,131.305,1.09753,2.0925,0.00335,0.0289703,"yes"
"10352","XLOC_010352","XLOC_010352","1190002H23Rik","chr14:79688562-79701452","P0","Ad","OK",4.84284,34.2459,2.822,3.4292,5e-04,0.00709313,"yes"
"10365","XLOC_010365","XLOC_010365","Gm10110","chr14:90296350-90298273","P0","Ad","OK",15.3351,46.2144,1.59151,2.60336,0.00135,0.0147794,"yes"
"10426","XLOC_010426","XLOC_010426","Abcc4","chr14:118881913-119105441","P0","Ad","OK",0.823745,4.10371,2.31666,3.13782,3e-04,0.00470584,"yes"
"10449","XLOC_010449","XLOC_010449","Sepp1","chr15:3218546-3230508","P0","Ad","OK",83.5057,181.676,1.12142,1.85004,0.0044,0.0350891,"yes"
"10452","XLOC_010452","XLOC_010452","Oxct1","chr15:3971685-4105344","P0","Ad","OK",82.5231,637.132,2.94872,5.04631,5e-05,0.00106929,"yes"
"10488","XLOC_010488","XLOC_010488","Amacr","chr15:10911510-10926379","P0","Ad","OK",5.58319,16.0197,1.52068,2.52627,0.00135,0.0147794,"yes"
"10518","XLOC_010518","XLOC_010518","Ank","chr15:27396431-27524664","P0","Ad","OK",32.0743,102.897,1.68172,3.1819,5e-05,0.00106929,"yes"
"10527","XLOC_010527","XLOC_010527","Cmbl","chr15:31498545-31519874","P0","Ad","OK",7.54673,28.8389,1.93409,2.80127,4e-04,0.0059161,"yes"
"10618","XLOC_010618","XLOC_010618","Ndufb9","chr15:58765364-58771044","P0","Ad","OK",442.492,1170.26,1.40311,2.77666,0.00035,0.00529761,"yes"
"10622","XLOC_010622","XLOC_010622","Trib1","chr15:59479904-59488105","P0","Ad","OK",3.46675,10.5852,1.61039,2.70304,0.00035,0.00529761,"yes"
"10663","XLOC_010663","XLOC_010663","Ly6e","chr15:74785480-74790335","P0","Ad","OK",24.0641,65.2513,1.43912,2.85694,0.00015,0.00273203,"yes"
"10668","XLOC_010668","XLOC_010668","Gpihbp1","chr15:75427087-75428642","P0","Ad","OK",21.1239,53.6462,1.3446,2.37196,8e-04,0.010048,"yes"
"10686","XLOC_010686","XLOC_010686","Cyc1","chr15:76173952-76176364","P0","Ad","OK",530.749,1108.67,1.06273,2.05846,0.0045,0.0356868,"yes"
"10696","XLOC_010696","XLOC_010696","Gpt","chr15:76527162-76530104","P0","Ad","OK",4.91185,31.4823,2.6802,4.16702,5e-05,0.00106929,"yes"
"10718","XLOC_010718","XLOC_010718","Mpst","chr15:78237141-78244432","P0","Ad","OK",7.64746,19.2407,1.33111,2.03493,0.00675,0.04667,"yes"
"10745","XLOC_010745","XLOC_010745","Syngr1","chr15:79921763-79949931","P0","Ad","OK",27.1383,73.4039,1.43553,2.31037,0.00185,0.0187275,"yes"
"10768","XLOC_010768","XLOC_010768","Csdc2","chr15:81767188-81781371","P0","Ad","OK",1.07584,53.6501,5.64004,5.46371,5e-05,0.00106929,"yes"
"10795","XLOC_010795","XLOC_010795","Pnpla3","chr15:83998245-84019942","P0","Ad","OK",0.176502,1.35381,2.93927,2.31893,0.00845,0.0535856,"no"
"10796","XLOC_010796","XLOC_010796","Samm50","chr15:84022662-84044733","P0","Ad","OK",81.6508,178.903,1.13164,2.3074,0.0017,0.0175967,"yes"
"10806","XLOC_010806","XLOC_010806","Fbln1","chr15:85036378-85116965","P0","Ad","OK",21.7147,44.2162,1.0259,1.94722,0.00415,0.0338149,"yes"
"10812","XLOC_010812","XLOC_010812","Ppara","chr15:85565412-85633249","P0","Ad","OK",10.1462,21.4605,1.08075,1.83226,0.00325,0.0283812,"yes"
"10822","XLOC_010822","XLOC_010822","Fam19a5","chr15:87374903-87589766","P0","Ad","OK",0.658794,3.80162,2.52871,2.13897,0.006,0.0428576,"yes"
"10827","XLOC_010827","XLOC_010827","Pim3","chr15:88692615-88696150","P0","Ad","OK",22.0411,48.8091,1.14695,2.34531,0.00165,0.0171916,"yes"
"10861","XLOC_010861","XLOC_010861","Tmem117","chr15:94459615-95359137","P0","Ad","OK",4.64366,12.0322,1.37357,2.14573,0.0047,0.0368016,"yes"
"10873","XLOC_010873","XLOC_010873","Pfkm","chr15:97871659-97962878","P0","Ad","OK",109.752,499.776,2.18703,3.97661,5e-05,0.00106929,"yes"
"10900","XLOC_010900","XLOC_010900","Gpd1","chr15:99545973-99555436","P0","Ad","OK",4.06488,45.4384,3.48263,4.81733,5e-05,0.00106929,"yes"
"10901","XLOC_010901","XLOC_010901","2310016M24Rik","chr15:99556048-99558567","P0","Ad","OK",78.2997,165.183,1.07699,2.18618,0.0025,0.0234723,"yes"
"10909","XLOC_010909","XLOC_010909","Mettl7a1","chr15:100135247-100144782","P0","Ad","OK",5.87586,19.1294,1.70292,2.86424,1e-04,0.00193782,"yes"
"10925","XLOC_010925","XLOC_010925","Nr4a1","chr15:101097276-101105223","P0","Ad","OK",4.62666,30.3613,2.71419,4.22894,5e-05,0.00106929,"yes"
"10934","XLOC_010934","XLOC_010934","Tenc1","chr15:101930908-101966665","P0","Ad","OK",12.9033,39.6598,1.61994,3.06271,5e-05,0.00106929,"yes"
"10935","XLOC_010935","XLOC_010935","Igfbp6","chr15:101974792-101979942","P0","Ad","OK",4.77214,23.7072,2.31262,3.1449,5e-05,0.00106929,"yes"
"10975","XLOC_010975","XLOC_010975","Gm10250","chr15:5070652-5071135","P0","Ad","OK",163.716,553.996,1.75868,2.81496,0.00015,0.00273203,"yes"
"10990","XLOC_010990","XLOC_010990","Dnajc21","chr15:10376510-10400271","P0","Ad","OK",9.02072,19.045,1.0781,1.98591,0.0057,0.041509,"yes"
"11029","XLOC_011029","XLOC_011029","Ankrd33b","chr15:31221233-31297514","P0","Ad","OK",3.0928,10.4681,1.75901,2.49292,4e-04,0.0059161,"yes"
"11047","XLOC_011047","XLOC_011047","Cox6c","chr15:35301300-35868001","P0","Ad","OK",704.891,1506.31,1.09555,2.02887,0.0042,0.0339697,"yes"
"11081","XLOC_011081","XLOC_011081","Abra","chr15:41696838-41701266","P0","Ad","OK",5.0733,25.7487,2.3435,3.82363,5e-05,0.00106929,"yes"
"11082","XLOC_011082","XLOC_011082","Angpt1","chr15:42256272-42536162","P0","Ad","OK",2.9359,7.61011,1.37412,2.10226,0.00535,0.0401264,"yes"
"11102","XLOC_011102","XLOC_011102","Gm10020","chr15:52309168-52309783","P0","Ad","OK",0,2.54108,Inf,NA,5e-05,0.00106929,"yes"
"11108","XLOC_011108","XLOC_011108","Enpp2","chr15:54670452-54751701","P0","Ad","OK",1.18612,4.43295,1.90202,2.22483,0.00355,0.0301867,"yes"
"11126","XLOC_011126","XLOC_011126","Fbxo32","chr15:58011633-58155724","P0","Ad","OK",10.5756,40.9927,1.95463,3.27823,5e-05,0.00106929,"yes"
"11130","XLOC_011130","XLOC_011130","Tmem65","chr15:58613823-58655085","P0","Ad","OK",48.7046,122.077,1.32566,2.72025,6e-04,0.00810028,"yes"
"11191","XLOC_011191","XLOC_011191","Lynx1","chr15:74578285-74583409","P0","Ad","OK",22.3335,135.8,2.60421,5.21803,5e-05,0.00106929,"yes"
"11199","XLOC_011199","XLOC_011199","Ly6a","chr15:74825307-74828064","P0","Ad","OK",13.1421,150.887,3.5212,5.37454,5e-05,0.00106929,"yes"
"11200","XLOC_011200","XLOC_011200","Ly6c1","chr15:74875446-74879260","P0","Ad","OK",14.9822,107.458,2.84244,4.56083,5e-05,0.00106929,"yes"
"11208","XLOC_011208","XLOC_011208","Naprt1","chr15:75721393-75724911","P0","Ad","OK",3.0935,15.568,2.33127,3.09027,0.001,0.0118199,"yes"
"11240","XLOC_011240","XLOC_011240","Mb","chr15:76845918-76887537","P0","Ad","OK",1380,10657.6,2.94914,3.76841,5e-05,0.00106929,"yes"
"11254","XLOC_011254","XLOC_011254","Txn2","chr15:77745476-77759436","P0","Ad","OK",91.4099,196.687,1.10548,1.90595,0.0074,0.049506,"yes"
"11315","XLOC_011315","XLOC_011315","Tob2","chr15:81678699-81689226","P0","Ad","OK",7.52182,31.537,2.06789,3.7161,5e-05,0.00106929,"yes"
"11325","XLOC_011325","XLOC_011325","Cyp2d22","chr15:82200957-82210690","P0","Ad","OK",5.21341,13.263,1.34711,2.24105,0.0028,0.0255644,"yes"
"11343","XLOC_011343","XLOC_011343","Pacsin2","chr15:83206036-83295036","P0","Ad","OK",32.4995,69.6218,1.09912,2.22147,0.0015,0.0160274,"yes"
"11345","XLOC_011345","XLOC_011345","Ttll1","chr15:83314201-83341323","P0","Ad","OK",5.95251,25.3059,2.0879,3.26816,5e-05,0.00106929,"yes"
"11392","XLOC_011392","XLOC_011392","Gm8759","chr15:90594676-90595092","P0","Ad","OK",23.138,80.9234,1.80629,2.59791,0.00165,0.0171916,"yes"
"11393","XLOC_011393","XLOC_011393","Kif21a","chr15:90763706-90880382","P0","Ad","OK",2.92832,8.44648,1.52827,2.28844,0.00375,0.031363,"yes"
"11394","XLOC_011394","XLOC_011394","Abcd2","chr15:90976314-91022238","P0","Ad","OK",1.05172,4.59879,2.12851,2.11404,0.0051,0.0388861,"yes"
"11450","XLOC_011450","XLOC_011450","Prkag1","chr15:98634212-98661939","P0","Ad","OK",31.4723,63.5157,1.01303,2.04527,0.0054,0.0403951,"yes"
"11559","XLOC_011559","XLOC_011559","Dnaja3,Vasn","chr16:4626132-4707695","P0","Ad","OK",36.6788,91.2806,1.31536,2.19662,0.00045,0.00654015,"yes"
"11579","XLOC_011579","XLOC_011579","1810013L24Rik","chr16:8830192-8859009","P0","Ad","OK",13.9574,26.6058,0.93071,1.86659,0.0078,0.0511018,"no"
"11608","XLOC_011608","XLOC_011608","3110001I22Rik,Bfar","chr16:13671950-13703705","P0","Ad","OK",16.3516,31.3282,0.938034,1.70604,0.0071,0.048132,"yes"
"11618","XLOC_011618","XLOC_011618","Abcc1","chr16:14361650-14475830","P0","Ad","OK",2.18931,10.5595,2.27,2.65527,5e-05,0.00106929,"yes"
"11626","XLOC_011626","XLOC_011626","Cebpd","chr16:15887378-15888559","P0","Ad","OK",3.87824,24.634,2.66718,3.40167,5e-05,0.00106929,"yes"
"11659","XLOC_011659","XLOC_011659","Rtn4r","chr16:18127734-18152501","P0","Ad","OK",1.1609,10.3686,3.1589,3.24889,9e-04,0.0109843,"yes"
"11697","XLOC_011697","XLOC_011697","Chrd","chr16:20725230-20742457","P0","Ad","OK",0.303223,1.75401,2.5322,1.90447,0.0079,0.0514023,"no"
"11741","XLOC_011741","XLOC_011741","Opa1","chr16:29579419-29654970","P0","Ad","OK",31.9904,64.7005,1.01614,1.71439,0.0088,0.0550938,"no"
"11748","XLOC_011748","XLOC_011748","Bdh1","chr16:31422365-31458987","P0","Ad","OK",2.64365,111.632,5.40007,5.12447,5e-05,0.00106929,"yes"
"11760","XLOC_011760","XLOC_011760","2310010M20Rik","chr16:32271553-32274865","P0","Ad","OK",1.66396,18.5793,3.481,3.82273,0.00045,0.00654015,"yes"
"11768","XLOC_011768","XLOC_011768","Tfrc","chr16:32609005-32632880","P0","Ad","OK",50.8184,150.427,1.56564,2.73482,0.00015,0.00273203,"yes"
"11797","XLOC_011797","XLOC_011797","Kpna1","chr16:35926596-36037217","P0","Ad","OK",19.5208,46.3075,1.24624,2.07343,0.0026,0.0242672,"yes"
"11879","XLOC_011879","XLOC_011879","Gm7204","chr16:48218692-48219565","P0","Ad","OK",7.57119,28.7695,1.92595,2.65347,0.00095,0.0114184,"yes"
"11884","XLOC_011884","XLOC_011884","Retnla","chr16:48842664-48844574","P0","Ad","OK",0,7.75361,Inf,NA,5e-05,0.00106929,"yes"
"11911","XLOC_011911","XLOC_011911","Cpox","chr16:58670320-58680504","P0","Ad","OK",9.1999,31.0318,1.75406,3.34988,5e-05,0.00106929,"yes"
"11969","XLOC_011969","XLOC_011969","Jam2","chr16:84774367-84826173","P0","Ad","OK",9.10456,56.6158,2.63654,3.40316,5e-05,0.00106929,"yes"
"12006","XLOC_012006","XLOC_012006","Ifnar2,Il10rb,RP23-190G10.4","chr16:91373027-91426079","P0","Ad","OK",48.1085,109.38,1.18499,2.02511,9e-04,0.0109843,"yes"
"12068","XLOC_012068","XLOC_012068","Adcy9","chr16:4287528-4420498","P0","Ad","OK",4.43878,11.7307,1.40205,2.56703,6e-04,0.00810028,"yes"
"12084","XLOC_012084","XLOC_012084","Ppl","chr16:5086383-5132574","P0","Ad","OK",0.638471,2.21937,1.79746,2.55362,0.00125,0.0139747,"yes"
"12105","XLOC_012105","XLOC_012105","Dexi","chr16:10530299-10543147","P0","Ad","OK",9.41265,23.2053,1.30178,2.08159,0.00535,0.0401264,"yes"
"12135","XLOC_012135","XLOC_012135","Myh11","chr16:14194619-14291501","P0","Ad","OK",2.36739,4.75372,1.00576,1.93674,0.0068,0.0468792,"yes"
"12136","XLOC_012136","XLOC_012136","0610037P05Rik","chr16:14299336-14317468","P0","Ad","OK",26.1188,55.749,1.09386,2.00357,0.00545,0.0405561,"yes"
"12182","XLOC_012182","XLOC_012182","D16H22S680E","chr16:18300917-18348196","P0","Ad","OK",33.3463,122.691,1.87943,3.16985,5e-05,0.00106929,"yes"
"12244","XLOC_012244","XLOC_012244","Bcl6","chr16:23965137-23988938","P0","Ad","OK",0.448522,14.894,5.05341,5.14973,5e-05,0.00106929,"yes"
"12266","XLOC_012266","XLOC_012266","Cpn2","chr16:30256463-30267618","P0","Ad","OK",0.189786,1.67885,3.14502,2.64393,0.00765,0.050561,"no"
"12267","XLOC_012267","XLOC_012267","Lrrc15","chr16:30269387-30283342","P0","Ad","OK",0.492573,15.9225,5.01458,5.71556,5e-05,0.00106929,"yes"
"12276","XLOC_012276","XLOC_012276","Apod","chr16:31296277-31314894","P0","Ad","OK",0.243241,4.1939,4.10783,0.824167,0.0024,0.0227888,"yes"
"12312","XLOC_012312","XLOC_012312","Parp14","chr16:35832959-35871630","P0","Ad","OK",1.36346,4.78515,1.81129,2.69772,0.00015,0.00273203,"yes"
"12335","XLOC_012335","XLOC_012335","Fbxo40","chr16:36963545-36990553","P0","Ad","OK",24.5208,84.6072,1.78678,2.48182,5e-04,0.00709313,"yes"
"12339","XLOC_012339","XLOC_012339","Ndufb4","chr16:37647255-37654539","P0","Ad","OK",45.1743,113.892,1.33409,2.50415,9e-04,0.0109843,"yes"
"12343","XLOC_012343","XLOC_012343","Pla1a","chr16:38396204-38433225","P0","Ad","OK",4.807,12.3949,1.36654,2.0931,0.00545,0.0405561,"yes"
"12422","XLOC_012422","XLOC_012422","Col8a1","chr16:57624370-57754850","P0","Ad","OK",0.921256,10.6377,3.52944,4.926,5e-05,0.00106929,"yes"
"12499","XLOC_012499","XLOC_012499","Mrpl39","chr16:84717820-84735987","P0","Ad","OK",17.7189,34.4977,0.961211,1.81488,0.00835,0.0532359,"no"
"12606","XLOC_012606","XLOC_012606","Synj2","chr17:5941279-6079741","P0","Ad","OK",6.00462,13.7851,1.19897,1.68401,0.0061,0.0433544,"yes"
"12627","XLOC_012627","XLOC_012627","Brp44l","chr17:8475768-8503945","P0","Ad","OK",57.8914,275.751,2.25195,4.19396,5e-05,0.00106929,"yes"
"12653","XLOC_012653","XLOC_012653","Sod2","chr17:13200704-13210985","P0","Ad","OK",137.965,391.748,1.50562,2.87108,1e-04,0.00193782,"yes"
"12664","XLOC_012664","XLOC_012664","Smoc2","chr17:14416512-14541797","P0","Ad","OK",9.83362,35.2801,1.84306,3.28798,5e-05,0.00106929,"yes"
"12790","XLOC_012790","XLOC_012790","Rpl3l","chr17:24864773-24873094","P0","Ad","OK",4.65505,295.659,5.98899,8.59689,5e-05,0.00106929,"yes"
"12791","XLOC_012791","XLOC_012791","Sepx1","chr17:24873586-24879723","P0","Ad","OK",32.5193,111.903,1.78288,3.3417,5e-05,0.00106929,"yes"
"12830","XLOC_012830","XLOC_012830","Tmem8","chr17:26250260-26260199","P0","Ad","OK",0.616006,2.84376,2.20678,2.18913,0.0051,0.0388861,"yes"
"12831","XLOC_012831","XLOC_012831","Mrpl28","chr17:26260464-26263558","P0","Ad","OK",49.0562,105.531,1.10516,1.87822,0.00995,0.0596456,"no"
"12856","XLOC_012856","XLOC_012856","Pacsin1","chr17:27792453-27848051","P0","Ad","OK",0,4.83689,Inf,NA,5e-05,0.00106929,"yes"
"12861","XLOC_012861","XLOC_012861","Anks1","chr17:28046284-28199545","P0","Ad","OK",8.91366,28.5604,1.67993,3.28076,5e-05,0.00106929,"yes"
"12885","XLOC_012885","XLOC_012885","BC004004","chr17:29405732-29439826","P0","Ad","OK",30.3161,184.459,2.60514,4.80517,5e-05,0.00106929,"yes"
"12887","XLOC_012887","XLOC_012887","Pi16","chr17:29455821-29466358","P0","Ad","OK",2.77418,49.7357,4.16415,4.78684,5e-05,0.00106929,"yes"
"12906","XLOC_012906","XLOC_012906","Ndufv3","chr17:31657059-31668266","P0","Ad","OK",293.254,686.313,1.22672,2.38568,6e-04,0.00810028,"yes"
"12941","XLOC_012941","XLOC_012941","Cd320","chr17:33980035-33986719","P0","Ad","OK",7.11223,21.4436,1.59217,2.10382,0.0084,0.0533398,"no"
"12958","XLOC_012958","XLOC_012958","Tap2","chr17:34334665-34353266","P0","Ad","OK",3.07154,10.9404,1.83263,2.02278,0.00075,0.00956334,"yes"
"12961","XLOC_012961","XLOC_012961","H2-Ab1","chr17:34400153-34424772","P0","Ad","OK",1.59198,19.1367,3.58745,2.09557,0.00185,0.0187275,"yes"
"12988","XLOC_012988","XLOC_012988","D17H6S56E-3","chr17:35153523-35164961","P0","Ad","OK",0.499009,3.41871,2.77631,2.8017,0.0029,0.0262753,"yes"
"13028","XLOC_013028","XLOC_013028","Ier3","chr17:35958628-35959868","P0","Ad","OK",11.8142,31.1699,1.39963,2.18265,0.00485,0.0377272,"yes"
"13124","XLOC_013124","XLOC_013124","Mut","chr17:41059999-41098582","P0","Ad","OK",23.1551,63.2783,1.45038,2.79833,5e-05,0.00106929,"yes"
"13128","XLOC_013128","XLOC_013128","Gpr116","chr17:43526414-43596506","P0","Ad","OK",17.0843,36.5612,1.09764,2.26289,0.0017,0.0175967,"yes"
"13133","XLOC_013133","XLOC_013133","Rcan2","chr17:43938799-44176465","P0","Ad","OK",103.39,269.76,1.38358,2.67722,0.00025,0.00406943,"yes"
"13135","XLOC_013135","XLOC_013135","Clic5","chr17:44325520-44417117","P0","Ad","OK",30.3036,82.8562,1.45112,2.95101,5e-05,0.00106929,"yes"
"13226","XLOC_013226","XLOC_013226","Fem1a","chr17:56396215-56403031","P0","Ad","OK",18.8758,58.9565,1.64311,3.37326,5e-05,0.00106929,"yes"
"13233","XLOC_013233","XLOC_013233","Ndufa11","chr17:56857184-56863671","P0","Ad","OK",30.2144,76.014,1.33103,2.77202,5e-05,0.00106929,"yes"
"13237","XLOC_013237","XLOC_013237","Clpp","chr17:57129686-57135794","P0","Ad","OK",19.9307,44.2605,1.15103,2.16539,0.0034,0.0292252,"yes"
"13238","XLOC_013238","XLOC_013238","Alkbh7","chr17:57136761-57138745","P0","Ad","OK",18.689,65.0168,1.79862,2.89345,3e-04,0.00470584,"yes"
"13242","XLOC_013242","XLOC_013242","Trip10","chr17:57388873-57402846","P0","Ad","OK",11.4717,43.1372,1.91085,3.72787,5e-05,0.00106929,"yes"
"13244","XLOC_013244","XLOC_013244","Emr1","chr17:57498108-57622952","P0","Ad","OK",1.47263,4.40947,1.58221,1.79755,0.00605,0.0431498,"yes"
"13283","XLOC_013283","XLOC_013283","Fam179a","chr17:72022600-72079009","P0","Ad","OK",0.836431,4.05906,2.27883,1.80827,0.00185,0.0187275,"yes"
"13284","XLOC_013284","XLOC_013284","Clip4","chr17:72119041-72207691","P0","Ad","OK",31.74,74.6327,1.2335,2.51653,5e-04,0.00709313,"yes"
"13318","XLOC_013318","XLOC_013318","Galm","chr17:80526810-80584441","P0","Ad","OK",5.72591,14.3933,1.32982,1.91691,0.0073,0.0490443,"yes"
"13345","XLOC_013345","XLOC_013345","Epas1","chr17:87153246-87232750","P0","Ad","OK",34.8807,101.593,1.54231,3.12283,5e-05,0.00106929,"yes"
"13349","XLOC_013349","XLOC_013349","Gm5499","chr17:87477610-87478498","P0","Ad","OK",8.34335,35.5314,2.09039,3.055,0.0011,0.0126656,"yes"
"13351","XLOC_013351","XLOC_013351","Ttc7","chr17:87682225-87781110","P0","Ad","OK",0.995366,10.724,3.42948,2.16459,5e-05,0.00106929,"yes"
"13412","XLOC_013412","XLOC_013412","Slc22a3","chr17:12612837-12700570","P0","Ad","OK",0.712378,5.37906,2.91664,3.0265,0.0014,0.0152565,"yes"
"13454","XLOC_013454","XLOC_013454","Gm9786","chr17:17482419-17483104","P0","Ad","OK",27.3612,63.4819,1.21421,1.95101,0.0078,0.0511018,"no"
"13456","XLOC_013456","XLOC_013456","Lnpep","chr17:17664686-17761453","P0","Ad","OK",14.9653,28.4692,0.927779,1.85764,0.00835,0.0532359,"no"
"13519","XLOC_013519","XLOC_013519","Paqr4","chr17:23863302-23877297","P0","Ad","OK",6.29727,17.9413,1.51049,2.40284,0.00195,0.0194904,"yes"
"13546","XLOC_013546","XLOC_013546","Slc9a3r2","chr17:24776226-24787250","P0","Ad","OK",18.4952,60.0867,1.6999,3.37913,5e-05,0.00106929,"yes"
"13554","XLOC_013554","XLOC_013554","Ndufb10","chr17:24859004-24861423","P0","Ad","OK",241.249,715.895,1.56922,3.14471,5e-05,0.00106929,"yes"
"13591","XLOC_013591","XLOC_013591","Dusp1","chr17:26642534-26645464","P0","Ad","OK",19.5341,40.9936,1.0694,2.08211,0.00295,0.0265761,"yes"
"13601","XLOC_013601","XLOC_013601","2900010M23Rik","chr17:27259607-27270861","P0","Ad","OK",91.9751,224.917,1.29008,2.57217,7e-04,0.00911344,"yes"
"13602","XLOC_013602","XLOC_013602","Ip6k3","chr17:27280913-27304709","P0","Ad","OK",0.903564,8.02064,3.15002,3.27945,0.00105,0.0122183,"yes"
